id|onmlast|onmfirst|onmtitle|gender|dob|ssn|stline1|stline2|city|state|zipcode|phone|
rec-476-org|navaez|joshua|ms|f|19361018|863987207|23 yerra court||washpool|nsw|02847|708 6331890|
rec-970-org|fitzgerald|harding|mr|m|20111012|209241482|183 hawkesburycrescent|loormeahpark|traralgon|vic|03021|6180623088|
rec-385-dup-0|sangameswar|dylan||m|19851015|492823091|7 abercrombie circuit|tycannah station|rosebery|ns w|03442|61z 9664990|
rec-918-dup-0|michael|matthe||m|19170203|148287293|212 winter street|aird|taranganba|qld|04301|613 6199023|
rec-469-dup-1|paa|schkirra||f|20010304|899209244|15 groveland  rescent||orange springs|wa|02210|618 9912760|
rec-593-org|reid|brianna||m|19160701|617859322|56 muskett place||valkyrie|qld|02486|613 0349616|
rec-500-org|ferri|samuel||m|19960124|667717925|6 mcintosh street||canterbury||06063|708 7217273|
rec-513-dup-0|dinh|isabe le|pfc|f|19980727|344421338|27 wall roo road||piccadilly|sa|02026|617 9976226|
rec-544-org|hu|jack||f|19980226|595340838|8 mather street||mylestom|nsw|03182|612 0578284|
rec-796-org|nirupama|chloe|ms|f|19850505|831834601|15 leita court||pakenham|vic|03350|618 8881795|
rec-171-dup-0|schriter||col|f|19940302|866633472|8 style arcade||rubicon|vic|03208|618 5949296|
rec-528-dup-1|qua n|leon||f|19990715|734035000|3 wilkins street||fores  hill|qld|06071|613 8249665|
rec-998-dup-0|eng|will ibald|mr|m|20120518|465742313|177 denovancircuit|rosettavillage|dundasvalley|nsw|02283|6126951487|
rec-659-dup-1|atkinson|tristan|||20000202|504620024|115 street sellwood|camusfearna|keil or downs|vic|07005|618 1324737|
rec-803-org|gethin|lucas|mr|f|19970716|154415214|38||illawong|nsw|03074|612 6304102|
rec-452-dup-1|acker|james|||19910712|777984116|11 leijd street|glenairne|takalarup|wa|07250|416 9032318|
rec-971-org|lao|thomas|dr|f|19801202|298147353|187 yates garden||captain creek|qld|03936|613 5846294|
rec-11-org|velusamy|elton||f|20010604|671518080|4 wybalena grove||lakemba|vic|03219|618 5140338|
rec-853-dup-0|victros|ruby||f||499861635|13 minnett close|sun village|carrara||04501|708 4405754|
rec-527-org|carlisle|jessica||f|19841210|493011937|233 la perouse street||mount clear|vic|05290|618 6448994|
rec-715-dup-0|winter|timothy|ms||19920809|462760777|19 dumas street|muriel plains|waramanga|act|04700||
rec-259-org|kandathil|alexandra||m|19860711|649718931|5 captain cook crescent||yellingbo|vic|04021|618 9762506|
rec-140-org|mueller|sophie||f|19710120|450165753|3 maharatta circuit||rockwell|wa|03205|618 6789352|
rec-543-org|smedley|samuel||f|19860104|674204411|17 jenner court||st albans park|vic|03350|618 8214669|
rec-14-dup-0|winterbottom|fergus|ms|m|19861103|240857775|15||russeJllea|nsw|03193|612 1587541|
rec-738-org|scime|mitchell|ms|f|19910411|983126132|58 torrens street|coulter court|teven|nsw|02065||
rec-226-dup-0|heung|blake||v|19790119|649330752|6 yumba avenue|alandale apardments|green range|wa|02200|618 3374142|
rec-239-org|salim|toby||f|20000227|231475979|13 dinnison circuit||auburn|nsw|02505|612 9730524|
rec-792-dup-0|manavi|xepheren|ms||19780309|865750830|barber crescent||huntingdale|wa|02785|618 8182142|
rec-936-dup-1||braedon|ms||20090509|966273092|256 mccawle y street||marrangar o|nsw|06111|612 4335923|
rec-176-org||caleb||f|19901102|162195591|72 hartigan street|yarrandale moonee|smithlea|qld|02430|613 1014648|
rec-448-org|barron|aidan||f|19930603|750640164|9 deamer crescent||jacobs well|wa|06010|618 1329962|
rec-353-dup-0||elyjtse||f|19991216|566910665|103||winthrop|wa|03022|618 7144233|
rec-826-dup-1|ford|dante|ms|f|20110124|217060250|55 bedford street||cayino|qld|02103|613 6985227|
rec-129-dup-1|patel|charlotte||f|19940525|440138414|14 mckillop sircuit|sunsbury|lifey|tas|03223|416 3848190|
rec-144-org|coleman|sarah|ms|f|19850925|200962512|2 collits place|eldamead|leydens hill|qld|03047|613 3596229|
rec-677-org|britton|judith|mrs|f|19940311|260637354|474 rosescottcircuit|argyle|nicholson|vic|07320|6184994331|
rec-224-dup-0|jacob|milanova|||19970530|961512052|7 sheaffe street||hornsby|nsw|03083|612 7400397|
rec-922-dup-0|wells|zara||f|19960105|754025125|5 watling place||denam|nsw|02164|612 1175229|
rec-205-dup-1|tracey|claudia|mr|f|199703 8|489075877|43 carumbi place||merriton|sa|02460|617 347 602|
rec-665-dup-0|wijesinghe|amalgia|dr|m|19900610|852080705|23 maurice place||sandford|vic|02620|618 4697913|
rec-150-dup-1|thum|matthew|mr|f|19871123|248735817|45|jaholma park|lake munmorah|nsw|03412||
rec-141-dup-0|dorsey|tayla|||19861018|582700385|8 northbourne avenue|de hoer derij|revesby|nsw|03075|612 4104196|
rec-605-org|bjordal|imogen|ms|f|19920909|760649014|23 undoolya street|the wedge|waterford west|qld|03133|613 7284135|
rec-533-org|schwanke|oscar||f|19940626|478949662|1 kirkton street||murrumba downs|qld|05081|613 3959216|
rec-660-org|skou|||f||524767159|84 walker crescent||abbotsford||04151|708 0758135|
rec-1026-org||hannah|pfc|f|19900706|784589510|37 deamer crescent|cudgelo|bandon grove|nsw|04112|612 3135266|
rec-881-org|rattray|caitlin||f|19910709|124467662|14 southwood retreat||booborowie|sa|02795|617 0374658|
rec-785-dup-1|brewster|sophie|sgt|f|19931 16|954733207|9 stroud place|vill  2|rural view|qld|02121|613 1917894|
rec-170-dup-0|brooks|alana|||20120914|796379579|11 buller crescent||iallingup siting|wa|04179|618 1707753|
rec-964-org|scogin|kaitlin|||19940710|267939579|3 kathner street|bondo|bolivia|nsw|03144|612 5694110|
rec-48-org|reed|lachlan|dr|f|20110705|498519552|14 fowles street||woodside|sa|02539|617 8734852|
rec-895-org|spears|makayla||f||870267710|11 flora place||glen mervyn|wa|03550|416 1542291|
rec-105-dup-1|roydom|joshua||f|19910518|812476866|74 hopetoun circuit||oak park|vlc|04217|618 7982877|
rec-150-dup-0|thum|matthew|mr|f|19871123|248735817|45|jaholma park|lake unorah|nsw|03172||
rec-734-org|kimaro|jacob||m||423952427|36 kanangra place||bornholm|wa|06062|618 8926217|
rec-190-org|valkki|harriet||m|19861223|796211039|30 mackellar crescent||sawyers valley|wa|02224|618 3582890|
rec-805-org|scottjackson|christopher||f|19931023|399717926|149 heard street||rokewood junction|vic|04131|618 2368723|
rec-1009-org|paulson|leah||f||183086564|41|northwest medical centre|st clair|nsw|03170|612 1812036|
rec-851-org|bristow|shana|dr|f|20100920|992819245|13 endeavourstreet|themeadows|scone|nsw|03151|6125509883|
rec-35-org|deveen|kelsey|ms|m|19860125|491033010|89 brand street||mount austin|nsw|04151|612 8616076|
rec-494-org|nordman|stelio||f|19790405|533527173|135 badimara street||kingsthorpe||02190|708 0832588|
rec-761-org|prescott|sian|||19930905|164513685|14 grounds crescent||toolondo|vic|02576|618 5569916|
rec-678-dup-0|grey|hayl y|ms|f|19831213|918976855|5 ireland  lace||halls head|wa|03724|618 8739668|
rec-40-dup-0|sempers|noah|pfc||19941221|877309116|7 de burgh street|sandalfordho estead|midland|wa|02122|618 2752020|
rec-234-org|stark|jade|ms|f|19701129|364000061|8 powell street|berkley|hayborough||06061|416 0357748|
rec-788-dup-0|arron|alana|mr|m||497146427|7 city walk||belmond|nsw|02156|708 6101767|
rec-936-org||braedon|ms||20090509|966273092|256 mccawley street||marrangaroo|nsw|06111|612 4335923|
rec-942-dup-0|streckfuss|luke||f|19800507|190550499|1 jeffery place||cue||02285|204 248 954|
rec-108-dup-0|sharman|joh|hon|f|19121113|422439364|36 whiteside court||osborne|s|02705|708 2547159|
rec-857-dup-0|brewster|bailey||f|19880607|389755952|10 prookman sdreet||bullfinch|wa|02580|618 0284122|
rec-429-org|scolastique|ammelie|ms|f|19940810|880059226|6 bonnorclose|paraburdoohospital|irymple|tas|03806|6179418940|
rec-774-dup-0|kawrungruang|lauren|||20080504|35795 988|91 chataway  rescent||vinegar hill|qld|05234|613 4098845|
rec-577-dup-0|athanassuasis|jade|||19850708|297580557|34 goossens place||brunswick west||03129|708 0906799|
rec-3-dup-0|fairclough|hannah||f|19930922|584237827|1 pike place||evandale|sa|04304|617 0086063|
rec-336-dup-0|abbitt|sarojini|m s|f|19910705|264902278|3 sheehanstreet|trellech|b0lton|vic|03085|6188709419|
rec-837-dup-0|jamili|chloe|ms|f|19891120|7003 9787|85 fergusson c escent||woodville gardens|nsw|04129|612 8837797|
rec-863-dup-0|santos|jar yd|m||19040509|786837146|310 drysdale circuit||darlinghurst|nsw|03231|612 7472717|
rec-595-dup-0|gonzales|ja|m s|f|19701114|645061160|5 chisholm street||sunshine||02170|204 6894231|
rec-699-org|awan|jacinta||m|19631115|155727308|5 solander place||lake charm|vic|04870|618 1760892|
rec-1016-org|sclater|jason|dr|f|19920726|616364190|363 beirne street||kings park||04152|204 3134584|
rec-721-org|babcoke|kieren||f|19851115|227136262|22 namatjira drive|aminya vlge|lakelands|nsw|03630|612 2262741|
rec-269-org|genovelis|ashlie||f|19230428|669763552|51 longmore crescent|polynesian village|sherlock|wa|02075|618 2630001|
rec-120-dup-0|kambhatla|abbey|dr|f|20090327|133222 48|21||kumbia|q d|05023|613 2131711|
rec-284-org|tidder|finlay|mr|f|19590615|440674423|9 symers street||crediton|qld|04217|613 4633241|
rec-837-org|jamili|chloe|ms|f|19891120|700399787|85 fergusson crescent||woodville gardens|nsw|04129|612 8837797|
rec-61-org|ohannigain|daniel||f|19090725|454267015|95 heales place||kalpowar|qld||613 0992177|
rec-117-dup-1|newport|kyle||f|19851124|523817349|18 yambina crescent||carra ra||03305|708 99 2893|
rec-411-dup-1|kerbr|jade|mr|f|19900 08|179984183|138 judkins street|millenium towers|casula|nsw||612 3067194|
rec-335-org|cameron|diamond|ms|||542151322|66 trumper street||ubobo|qld|03579|613 4990308|
rec-38-dup-0|monahan|katelyn|hon|f|19871224|893191053|6 dexter strit|lynden grv|nankwee|qld|02444|613 4071044|
rec-46-org|paterson|liam||m|19910530|559466361|6 bridges place|rsl connie fall|mourquong|nsw|02870|612 7119083|
rec-132-dup-0|coupe|arabella||f||482609868|5 kellerman  close|bigg in hill|elwood|vic|06151|618 5809593|
rec-72-org|scollard||ms|f|20071029|122009722|410 castleton crescent||upper mount gravatt|qld|03212|613 7664935|
rec-736-org|ahonen|||f|19910824|980279402|19 cowper street||belmont|nsw|03222|708 1828506|
rec-630-org|bonher|ebony|mr|m|19830815|437501492|175 boothby place|elmar ranch|runaway bay|qld|04077|613 1812433|
rec-933-dup-0|chhugani|stelio|pfc|f||491153976|5 archdall street||gunyidi||03055|618 8613581|
rec-941-dup-1|ikjtrom|kalli|pfc|f|19611108|574819525|40 caley crescent||surfers paradise||05034|204 1332391|
rec-954-dup-0|picit|kirra||m|19630120|715997438|16 broadbent street|riveahwalk one|ryde|nsw|03199|204 3501946|
rec-823-org|quick|carla||m||566974010|4 longmore crescent|swanleigh|saratoga|nsw|02334||
rec-854-org|madgearu|benjamin||f|19500509|300676039|37 tennyson crescent||woodville park|sa|04152|617 8539238|
rec-321-org|evensen|oddmund|mr|m|19981005|557602432|41 spaldingstreet|pinklakecaravanpark|camena|tas|04116|6172659668|
rec-281-dup-0|co bs|andrew|ms||19941209|762008174|111 moseley place|kyeema|bulwer|ql||708 5639084|
rec-860-dup-0|small|tyron||f|19880521|641989972|230||leppington|qld|02280|613 0964791|
rec-99-dup-1|wakefieId|isabella||f|19900714|199500402|4G riley place|hybernia park|beachlands|wa|02464|618 4376793|
rec-1045-org|herbertson|gibbesone|pfc|m|20080908|223582528|16 sampsonclose|wisteria|dharruk|nsw|03204|6120973253|
rec-926-dup-1|reyes|reegan||||826768494|42 thake place|wir una|fountain gate|vi|05067|618 9213610|
rec-736-dup-1|ahonen|||f|19910824|980279402|19 cowper street||03222|nsw|belmont|708 1828506|
rec-739-org|abrahams|aleesha||f|19900202|600174884|12 alexander mackie circuit|westgate|elizabeth east|sa|04390|617 3318208|
rec-662-dup-0|fank|max|dr|f|19940208|456578510|33 hardy place||woorinen|vik|02285||
rec-684-dup-1|oak ey|hamish||f|19120821|727856097|2 dunstan street||verm nt|vic|03840|618 0893615|
rec-29-dup-1|glezos|emma|mr|f|19890809|622293221|18 crozier circuit||port welshpool|vic|02099|618 0270496|
rec-395-dup-1|franklin|sarah||m|19641228|988160107|18 kurrama close||woonona|nsw|05161||
rec-838-dup-0|li|lizi|mr|m|20110729|850081004|9 pohlmanstreet|kimberley|redhill|vic|03737|2042143799|
rec-134-dup-1|abbatista|jai||m|199109 23|106992128|88 kirwan circuit|elmwood|goodwood|qld|04226|613 6329104|
rec-592-dup-0|jcolastique|harry|pfc||20090414|409197293|14 macarthur avenue||allambi|sa|03015|617 3048852|
rec-1012-org|whittemore|firth|ms|m|20111010|200140961|308 sainsburystreet|stjohnsterrace|buller|wa|02026|6189407727|
rec-526-dup-1|simonson|nikita|ms|f|19910408|302513438|14 greenough kircuit||eddeahton|nsw|05023|612 9038125|
rec-447-org|bullard|april|mr||19780824|259653146|11 gurr street|rooganore|clifton||06210||
rec-272-org|jaral|arabella||m|19900805|277652234|15 norton street||kardella|vic|02122|618 2366437|
rec-875-dup-0|paulson|jordyn|||19860825|893595396|11 nimbin street||marong|vic|02160|618 6347554|
rec-146-org|ciolino|brodee||f|19890623|828220949|alpen street||west wollongong|nsw|05211|612 9259359|
rec-994-org|snelling|charlie|mr||19880217|547330204|167 dexter street|rowethorpe|homebush|vic|05158|618 2929807|
rec-214-org|buzolic|ethan||f|19540724|480217983|38 elimatta street||matcham|nsw|03934|612 0384618|
rec-566-org|timberlake|catherine|ms|f|19930331|333470931|17 rohan rivett crescent||beverly hills||03072|416 3993397|
rec-43-org|mcdougall|isabella|ms|f|20111114|172358283|10 callabonna street||mount vincent|nsw|03355|612 8969839|
rec-794-dup-0|summerfield|jamie|||19710512|358930437|19 brent place||brushgove|nsw|02540|612 3937656|
rec-860-dup-1|small|tyron||f|19880521|641989972|200||leppington|qld|02280|613 0964791|
rec-517-dup-0|nagrani|k yle|ms|m|19890612|365278222|22||beveridge|vic|04165|618 9092571|
rec-838-org|li|lici|mr|m|20110729|850081004|9 pohlmanstreet|kimberley|redhill|vic|03737|2042143799|
rec-71-org|mettler|kate||f|19990119|530123776|31 weathers street|romilly hills|east fremantle||04567|416 5169636|
rec-76-org|winter|isaac||f|19330407|464093929|73 cromwell circuit||thallon|qld|06460|613 4242421|
rec-206-org|nathanson|jake|mr|f|19421209|593294881|23 maclaurin crescent||oyster creek|qld|07054|613 3368993|
rec-92-dup-1|bianca|hryniv||f||943731657|9||culgoa|vic|02445|618 9620318|
rec-638-org|mathewson|libby||m|19310915|817329711|50 hodgson crescent||carlton north|vic|03196|618 1983485|
rec-286-dup-0|kalish|jayden||f|20000728|796934713|21 badcoe street||lemon tree passage|nsw|05034|612 2296908|
rec-672-dup-0|ecevit|toby|||19740608|484929227|3 westbury circuit|roachale|nowra||03196|416 7518780|
rec-546-org|walter|charlie||f|19980412|236978062|53 nanson place||summer hill|nsw|02759|612 9240918|
rec-122-org|aaberg|daniel|ms|f|19951201|402507945|20 ironbark crescent|bellona|warrnambool|vic|02527|618 3088224|
rec-695-org|miller|lachlan||||693706127|1 osborne place||south melbourne|nsw|06023|204 7428323|
rec-751-dup-0|maldonado|jesse||f|19940131|193627226|61 clamp place||yetman|sw|02448|612 7721 69|
rec-86-org||spyke||m|19910530|506799878|11 sweet place||mount lewis|nsw|02519|416 9257932|
rec-532-org|nidhi|lachlan||f|19860113|190511842|88 mura close||kempsey|nsw|04557|612 0985949|
rec-30-org|llewellyn|||f|19980908|250085428|6 enderby street|kilfeacle|armadale|vic|02770|708 6868510|
rec-881-dup-0|rattray|caitlin||f|19910709|124467662|14 southwud retreat||booborowi|sa|02795|617 0374658|
rec-618-org|nabarro|raquel||f|19910221|443171034|3 curlewis crescent||ellerslie|vic|04216|618 4135495|
rec-21-org|munoz|samantha|||19880102|452476143|6 kay close||landsdale||04215|204 0836585|
rec-488-dup-1|yunipingu|alia||f|19881007|578579633|16 watle street||kooks hill||02046|416 4260257|
rec-883-org|herbertson|stash|mr|m|20141203|887959226|16 sampsonclose|wisteria|dharruk|nsw|03204|6120973253|
rec-452-dup-0|acker|jamest|||19910712|777984116|11 leist street|glenairne|tackalarup|wa|07250|416 9032318|
rec-978-org|grimes|laura||f||280210097|48 victory place||manapouri|qld|03204|613 6329557|
rec-772-org|scollard|bradley||f||416814891|7 garanya street|manor park|colo|nsw|02196|612 1342195|
rec-49-org|hodson|samuel|ms|f|20071013|173830685|20 summerland circuit|anglers|cookernup|wa|04034|618 1916693|
rec-357-org|palmer|thomas|mr|f|19910602|215889608|168 beasley street||cheynes|wa|02120|618 8102132|
rec-297-org|pond|stephen|pfc|f|19370722|486304465|56 reader court||kyalite|nsw|02584|612 4703090|
rec-587-dup-1|scolastique|emma|dr|f|1993 0401|825349537|6 mackellar  rescent|the slipway|anakie|vic|04030|618 9115819|
rec-943-org|strainij|william||f|19020823|353779219|13 grant crescent|belandean|burnley|vic|02030|618 3776036|
rec-777-org|sÄrkilahti|kye|||19870201|106855006|98 crouch place||ashfield||02904||
rec-9-org|daniell|darcy||m||724765940|12 mcintosh street||gunyidi|wa|05075|618 6847075|
rec-573-org|matthewson|bertie|||19930323|365463132|28 hudson street|mt providence hostel|nathalia|vic|04500|618 3235074|
rec-846-dup-0|sempers|thomas||m|19910930|754826563|32 tewksbur y circuit|clonturkle|hoth am hill|vic|03051|618 9185599|
rec-804-dup-0|surupa|isabelle|ms|f||875308963|23 dacomb court||koooringal|nsw|03500|612 7497698|
rec-558-dup-1|lalvani|isabella|dr|m|19870514|788602433|7 towers p lace|camden|nathan|qld|03937|613 5 64450|
rec-92-dup-0|hryniv|bianca||f||943731657|8||culgla|vic|02445|618 9620318|
rec-933-org|chhugani|stelio|pfc|f||491153976|5 archdall street||gunyidi|wa|03055|618 8613581|
rec-371-dup-0|kay|mikaela|mr|m|19800301|485391977|6 olympus way||adamstown||04650|708 0262159|
rec-996-dup-1|balde in|alex|||19890728|970520579|75||west beach|sa|02705|617 6778134|
rec-952-org|houston|olivia|mr||19830819|817098914|23 doonkuna street||wyoming|nsw|04560|612 2250284|
rec-617-org|zurbrugg|ebony|||19930328|410848824|19 namatjira drive|braeburn|kealba|vic|06722|618 1842062|
rec-780-org|edison|christopher|ms|f|20000630|770709365|131 ellerston avenue|martins well station|willow grove|vic|06052|618 4979511|
rec-61-dup-0|ohannigain|daniel||f|19097025|454267015|95 heales place||kalpowar|qld||613 0929177|
rec-406-dup-1|higgins|ethan|ms|f|19790907|927844955|19 parrabel place||south brighton|vic|03083|617 4450367|
rec-924-dup-0|hameldon|elmyra||f|19950814|452827751|10 fredlanecrescent|sec478hdparinga|dinnerplain|vic|02565|6180585143|
rec-998-dup-1|engl|willibald|mr|m|20120518|465742313|177 denovanc ircuit|rosettav llage|dundasvalley|nsw|02283|6126951487|
rec-918-org|michael|matthew||m|19170203|148287293|212 winter street|aird|taranganba|qld|04301|613 6199023|
rec-908-org|reeham|takeisha|mr|f|19920109|147321724|7 gleadow street||kingston on murray|sa|02500|617 9934616|
rec-192-dup-1|hod|charlotte|ms|m|19200829|558344743|112 southwood retreat||lokyer|qld|05108|613 7807971|
rec-497-org|ware|emiily||f|19920923|594546398|16 groom street|wagunyah|matheson|nsw|03672|612 8310263|
rec-177-org|warhola|tarnia|mr|f|19990606|498320516|21 companion crescent||stone well|sa|03199|617 9435908|
rec-986-org|hammond|jai|ms|f|19820809|480255077|4 beasley street|mt martin|kendall|nsw|06530|612 9799507|
rec-690-dup-0|davison|laklynn|ms|f|19880824|771500762|6 paulcoe c rescent||tweed heads south||04350|416 0175227|
rec-250-dup-0|khamidoulin|tonga|ms|f|20160610|929542858|2 gilbertstreet|cameroo|monkland|qld|03912|6132506747|
rec-255-org||charlie|ms|f||915204618|31 gilmore crescent||diamond beach|nsw|05065|612 4815738|
rec-580-org|zeng|jessica||f|19910219|204324691|8 berghofer court|halfmoon station|withcott|vic|06066|618 4936512|
rec-476-dup-0|navaez|joshua|ms|f|19361018|863987207|23 yerra kort||washpool|nsw|02847|708 6331890|
rec-285-org|fitzgerald|hilliard|mr|m|20140526|291519992|183 hawkesburycrescent|loormeahpark|traralgon|vic|03021|6180623088|
rec-509-org|meyer|lucas||m|19950803|104576596|16||barrengarry|nsw|04870|612 8607179|
rec-839-org|babcocke|louis|mr|f|19910417|401613269|23 banfield street||tullamore|nsw|04122||
rec-543-dup-0|smedley|samuel||f|19860104|674204411|17 jenner kourt||jt albans park|vic|03350|618 8214669|
rec-990-org|aaberg|james|ms|f|19810421|916236772|50 cockcroft avenue|||qld|02777|613 1996045|
rec-477-org|aakre|john|||19940205|875309490|65 la perouse street|ainslie house|broadbeach waters|nsw|06152|612 1651393|
rec-67-org|schwanke|joshua|ms|f|19950522|711420219|12 bennett street|lakewood estate|mill park|qld|02151|708 2806024|
rec-249-org|jagwani|michael|||19800813|888085322|95 bega flats||wallsend|nsw|04740|612 3296363|
rec-660-dup-0|skou|||f||524767159|84 walker crejcend||abbotsford||04151|708 0758135|
rec-240-org|sackville|jarred|ms|f|19891106|216037458|84|locn 2956|newborough|nsw|02193|612 6178001|
rec-1014-org|loewe|jordan|||19900704|790893154|6 bullala circuit|kiya|gigoomgan|qld|02778|613 7298313|
rec-803-dup-0|gethin|lucasd|mr|f|19970516|154415214|38||illawong|nsw|03074|612 6304102|
rec-907-dup-0|white|genev eve||f|19940915|572112788|1 caley crescent||ravensthorpe|w a|03181|618 2161339|
rec-612-dup-0||emma||m|1991 707|501393 61|36 witt place||walgett|nsw|06023|612 5285469|
rec-444-org|strainij|wilson||f|19921031|519907603|46 hillebrand street||moss vale||04570|204 5343405|
rec-862-org||nemesia|ms|f||350337658|7 tanda place|herbert river|finley|nsw|03172|612 6025464|
rec-1024-org|ce|jack||f||422976007|8 bimbiang crescent|sec 1|wittenoom|wa|02011|618 4749320|
rec-664-org|abbitt|nicholas|ms|f|19980513|306001644|1085 bungaree crescent|tiny pines|windermere|tas|03028|416 0945547|
rec-972-org|sriramesh|georgia|ms|m|20001031|989252646|3 crisp circuit||wollstonecraft|nsw|03913|708 8541481|
rec-896-org|peterca|caleb||f|19850619|364934907|22 carbeen street||ringwood east|sa|02541|617 1323811|
rec-1015-org|vingade|adam|hon|||936599868|40 ivo whitton circuit|arlington|arana hills|nsw|04562|612 9946103|
rec-948-dup-0|kurniawan|droy|ms|f|19870916|867939934|5 miler street|eastwood cottage|eaglemont|vic|04171|618 1881291|
rec-762-org|scopel|holly||f|19790731|868748434|5 woolcock street|chain gate|kurunjang|vic|03073|618 6049782|
rec-973-org|strehovski|cade|mr||19910930|222664015|86||jeogla|nsw|02291|612 4717069|
rec-968-org|isaacson|tahlia||f|19960205|161173750|26 port jackson circuit|sherwood|san remo|nsw|03175|612 5480803|
rec-737-org|farley|joshua|ms|f||840430258|8 blackett crescent||charlestown|nsw|03030|612 0837188|
rec-832-dup-0|bullard|jera|ms|f|19880409|621852234|9 stroudplace|villa2|ruralview|q1|02121|6131917894|
rec-946-org|merritt|jacqueline|pfc|m|19830803|880940946|127 carandini street||suttor|qld|06160|613 4449598|
rec-968-dup-0|isaacson|tahlia||f|19960205|161173750|2 port jackson circuit|sher ood|san remo|nsw|03175|612 5480803|
rec-1010-org|gaines|ethan||f|19970402|574753908|6 apsley place||mcintosh creek|qld|04159||
rec-779-org|naerheim|george|||19980502|177764361|68 chappell street||thornlie|wa|05343|416 6460951|
rec-38-org|monahan|katelyn|hon|f|19871224|893191053|6 dexter street|lynden grv|nangwee|qld|02444|613 4071044|
rec-327-org|szeto|joshua|mr|f|20000323|202696232|40 ellerston avenue||clapham|sa|04220|617 4973649|
rec-119-org|fialkowski/a|imogen||f|19940512|402259107|44 mcgivern crescent||mil-lel|sa|05074||
rec-627-org|shiu|alicia||m|19870602|421033583|369 raymond street|rocklands|marayong|nsw|04300|612 2703281|
rec-61-dup-1|ohannigain|danwl||f|19090725|454267015|95 heales place||kalpowar|qld||613 0992177|
rec-756-org|li|alexander|mr|f|19920604|700978852|9 pohlman street|kimberley|red hill|vic|03737|204 2143799|
rec-482-org|nien|alexandra|ms|f|19900503|697894268|219 canberra avenue||safety beach|nsw|05095|612 6574663|
rec-66-org|ljubisec|anneliese|dr|m||203757157|21 mcdougall street||mount hotham|vic|02400|618 3181478|
rec-90-org|danell|daniel|dr|m||219865551|48 dunstan street||airds|nsw|03616|416 4798102|
rec-383-org|halim|teileah||f|19930716|409468344|9 dash crescent||north road|vic|03223|618 8866853|
rec-246-dup-0|strapp|julia|||19870421|596169177|4 wangara street||poowong|vic|04035|618 1843420|
rec-121-dup-1|ryder|josthua||f|19910507|111341043|3 archdall street||southampton|a|04053|708 4962766|
rec-875-org|paulson|jordyn|||19860825|893595396|11 nimbin street||marong|vic|02160|618 6347554|
rec-463-org|herbertson|jai|mr|f|19850526|235303162|16 sampson close|wisteria|dharruk|nsw|03204|612 0973253|
rec-454-org|kheskani|matthew||f||779626223|6 mcdermott street||byron bay|nsw|04061|612 5236648|
rec-149-org|scriven|kate||m||535374087|455 harbison crescent||tyers|vic|03938|618 2776454|
rec-871-org|lawrence|benjamin||f||395706357|68 grampians street|grangemore|ernestina|qld|06103|613 9631183|
rec-514-org|breheny|emiily|hon|f|19440811|912848229|50 ijong street||morpeth|nsw|03061|612 8885503|
rec-781-dup-0|scirri|reegan||f|19951006|283621569|3 schonell circuit||forestville|nsw|04073|612 3879036|
rec-165-org|gay|lucy||f|19930323|833135153|76 bibby place||miandetta|nsw|02830|612 1680027|
rec-906-org|moroz|belinda|mr||19950719|455034674|11 tidbinbilla road||bauple|qld|02747|613 1526029|
rec-37-dup-0|strahn|sophie||f|19970416|507594105|18 kreen street|swainsdon|redhead|act|03101|612 9018477|
rec-714-dup-0|young|joshua||f|19870606|494965122|23 9 stubbs crescent|pieracle|empire vale|ns w|05052|612 4100450|
rec-531-org|syi|taylor|||19271025|360500905|46 howitt street||tenterfield|nsw|02222|612 5003965|
rec-718-dup-0|jtatham|alana||f||292102546|5 tauchert street||queens park|njw|06171|612 6341243|
rec-393-org|hirwani|shai|ms|f|19920212|693669021|20 nullagine street|bethany|noorama|qld|06450|613 0416443|
rec-880-org|bosnyak|isaiah||m|19950907|657999073|19 jonsson court||grassmere|vic|03043|618 9304031|
rec-662-org|fang|max|dr|f|19940208|456578510|33 hardy place||woorinen|vic|02285||
rec-579-org|kazadi|nicholas||f|20111210|382156430|20 apperly close|shiloah|highett|vic|06244|618 0906492|
rec-691-dup-0|aaahtj|phano|mr|m|19950807|246314369|20 ironbarkcrescent|bellona|warrnambool|vic|02527|6183088224|
rec-1031-org|scirri|ruby||f|19870511|153812628|8 william webb drive|villa 2|pittsworth|qld|02257|613 3952574|
rec-220-dup-0|aarnou se|luken|mr|m|20100909|556553014|24 sturdeecrescent|greenfarmmates|merino|vic|02768|6188259697|
rec-351-org|yunipingu|joel||f|19831028|418503039|25 bednall place||carpenter rocks|sa|03690|708 8347665|
rec-226-dup-1|heung|blake||f|19790119|649330752|6 yumba avenue|alandale apartmentst|grin range|wa|02200|618 3374142|
rec-563-dup-0|j|katelyn|||19600401|335307439|46 tomroberts avenue||cobbs hill|qld|02346|613 7241007|
rec-570-dup-0|1e|madeli e|ms||19830705|561285343|9 waramanga place||magpie|vic|03030|618 3301030|
rec-191-dup-0|mardin|penzamin|ms|f|19740828|542809709|7 bulloo place||leichhardt|nsw|02720|612 1994080|
rec-940-org|philips|heath||f|19960714|998952638|61 dixson circuit|buckhobble|anketell|wa|02022|618 4462018|
rec-278-org|victor|marcus|gen||19830531|245385024|9 euree street|villa 3|horsham|vic|03136|618 8429107|
