rec_id, rec2_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-951-org,   rec-140-org, fre, f, 30, 19900627, , joshua, gautier, qld, camira, 06168, 10, spafford crescent, , 613 8786053, 963798610, 3, NoRole
rec-923-dup-0, rec-949-org, unk, f, 28, 19920226, , ellorah, scime, , munno para, 05076, 1, banksia springs, dandenong court, 416 9375170, 942927138, 2, NoRole
rec-108-org,   rec-329-org, eng, f, , 19121113, hon, john, sharman, sa, osborne, 02705, 36, whiteside court, , 708 2547159, 422439364, 6, NoRole
rec-929-dup-0, rec-614-org, unk, f, 11, 20090527, , dal, abbetmeyer, vic, waria, 03162, 23, pasmore close, dallyn, 416 2603223, 238912658, 6, NoRole
rec-697-dup-0, rec-307-org, ger, f, 32, 19880618, , krystin, scheck, wa, como, 03040, 114, beilby place, , 618 3283422, 234449591, 8, NoRole
rec-628-org,   rec-971-org, unk, f, 27, 19931011, , ebony, strapp, qld, moura, 03925, 26, barnard circuit, , 613 2822803, 898972965, 6, NoRole
rec-758-org,   rec-859-org, ina, f, 36, 19841119, , madison, pudjijono, qld, monto, 06009, 33, hawdon street, , 613 0359560, 572304076, 2, NoRole
rec-778-org,   rec-847-org, chi, m, 22, 19980903, mr, jasmine, chuke, nsw, bolwarra heights, 02756, 5, jemalong street, , 612 3355270, 165564116, 0, NoRole
rec-550-dup-0, rec-397-org, eng, , 36, 19841003, , tiarna, espenson, nsw, black swamp, 021 7, 1 , mott street, , 612 7018819, 692793666, 0, NoRole
rec-720-org,   rec-750-org_h-0, chi, f, 32, 19880731 , ms, caitan, ce, sa, hydepark, 03072, 2, clivesteeleavenue, headlandcvnpark , 6179857449, 116175339, 9, NoRole
rec-202-org,   rec-623-org, usa, , 39, 19810130, , lara, lamb, nsw, collaroy, 02170, 63, bimberi crescent, , 612 4975450, 165970553, 4, NoRole
rec-923-dup-1, rec-949-org, unk, , 28, 19920226, , ellorah, sckme, , munno para, 05076, 1, dandenong court, banksia springs, 416 9375170, 942927138, 2, NoRole
rec-71-dup-1, rec-670-org, ger, f,  1, 19990119, , kate, mettler, , east fremantle, 04567, 31, weathers street, romill  hills, 416 5169636, 530123776, 9, NoRole
rec-706-org,   rec-331-org, eng, f, 37, 19831015, , steven, wootton, nsw, grogan, 03219, 15, talbot street, , 708 9872711, 799630438, 2, NoRole
rec-500-dup-1, rec-393-org, , m, 24, 19960124, , samue l, ferri, , canterbury, 06063, G, mcintosh street, , 708 7217273, 667717925, 3, NoRole
rec-659-dup-0, rec-222-org, usa, , 20, 20000202, , tristan, atkinson, vic, keilor dowms, 07005, 115, sellwood street, , 618 1324737, 504620024, 8, NoRole
rec-989-dup-0, rec-612-org, eng, , 22, 19980607, ms, victoria, hogarth, vic, bayswater north, 02481, 12, evergood close, , 618 4761577, 328285753, 0, NoRole
rec-995-org,   rec-889-org, eng, f, 7, 20130716, dr, elisha, holme, sa, regency park, 04068, 1, luffman crescent, , 617 2097852, 401363688, 4, NoRole
rec-685-dup-0, rec-100-org, afg, f, , 19540721, ms, bridget, khalil, vic, fairhaven, 0328 , 554, shakespeare crescent, , 6183517646, 868341668, 8, NoRole
rec-469-dup-0, rec-844-org, chi, f, 19, 20010304, , schk:rra, paa , wa, orange springs, 02210, 15, groveland crescent, , 618 9912760, 899209244, 6, NoRole
rec-978-dup-1, rec-271-org, usa, f, 31, , , laura, krimes, qld, manapouri, 03204, 48, victory plac, , 613 6329557, 280210097, 3, NoRole
rec-693-org,   rec-302-org, ind, m, , 19220726, , zarlia, wadekar, nsw, padstow, 02526, 8, yiman street, , 612 2715929, 985003082, 8, NoRole
rec-507-org,   rec-782-org, usa, f, 30, 19900808, ms, sienna, , wa, duncraig, 05086, 11, sinclair street, , 618 2337379, 488053004, 5, NoRole
rec-849-dup-1, rec-543-org, eng, f, 36, 19840515, , lucas, brams, , port macdonnell, 02281, 19, nullagine strit, feahnlea, 204 9842815, 362081672, 7, NoRole
rec-945-org,   rec-382-org, chi, , 9, 20110402, , madison, chien, vic, piangil, 06102, 160, ebden street, , 618 0368591, 509237704, 6, NoRole
rec-809-org,   rec-696-org_f-1, usa, m , 2, 20180818, mr , godfrey, wilkinson, vic, mansfield, 06169, 50, phillipavenue, chelvy , 6181286054, 186137739, 5, son-y-True
rec-166-dup-1, rec-489-org, unk, f, , 19360713, mr, pea so , abat, nsw, runnyford, 07030, 21, lampard circuit, , 612 5220824, 232495405, 0, NoRole
rec-634-org,   rec-874-org, unk, , 36, 19840629, , samantha, strangway, nsw, hillston, 04870, 4, mcbryde crescent, , 612 2304455, 539763445, 0, NoRole
rec-16-org,   rec-370-org, eng, f, 19, 20011027, mr, koula, , vic, cardigan, 02765, 18, mcwhae circuit, , 618 1364111, 744668804, 9, NoRole
rec-251-dup-1, rec-499-org, unk, f, 31, 19890123, , zilas, strehovski, vik, cobram, 03155, 40, william webb drive, , 204 7398019, 392370893, 2, NoRole
rec-778-dup-0, rec-847-org, chi, m, 22, 19980903, mr, jasmine, chuke, nsw, bolwarra heights, 02756, 5, revill place, , 612 3355720, 165564116, 0, NoRole
rec-312-org,   rec-327-org, afr, f, 29, 19910424, ms, karlee, mbacke, qld, palm island, 02850, 23, chapple close, , 613 3135952, 264873088, 7, NoRole
rec-154-dup-0, rec-480-org, ind, f, 2 , 20000319, dr, , gidhwani, nsw, , 02758, 50, fidge st reet, recreation camp, 612 7013051, 688493068, 1, NoRole
rec-716-dup-0, rec-656-org, jap, f, 3 , 19860503, , peta, hishikawa, nsw, bargo, 02165, 32, state c rcle, , 708 7558931, 933735397, 3, NoRole
rec-646-org,   rec-34-org, , , 33, 19870106, , alicia, cochrane, nsw, university of new south wales, 04102, 3, birrawa road, ulah, 612 9269921, 187441700, 7, NoRole
rec-487-org,   rec-965-org, ara, f, 24, 19960316, , zac, faryat, wa, secret harbour, 03977, 37, cripps place, , 618 5133220, 159003840, 2, NoRole
rec-656-dup-0, rec-226-org, ind, f, 19, 20011108, mr, joshua, saswata, qld, sellharbour, 04118, 9, artlethan street, learning earth farm, , 820308892, 4, NoRole
rec-426-dup-1, rec-70-org, nor, f, 19, 20010604, , lucas, enger, nzw, tomerong, 03094, 21, cornish place, brentood village, 612 7059716, 117195161, 7, NoRole
rec-179-org,   rec-317-org, ara, f, 38, 19820721, dr, joshua, nuha, , parkdale, 02010, 7, o'halloran circuit, , 708 2466526, 629201016, 5, NoRole
rec-1001-org,   rec-248-org, ger, f, 37, 19830710, , sam, rollenhagen, vic, wallan, 02648, 31, eggleston crescent, , 618 5733350, 989498144, 2, NoRole
rec-851-dup-0, rec-418-org_f-1, eng, f , 10, 20100920, dr , shaan, bristow, nsw, sckone, 03151, 13, endeavourstreet, themeadows , 6125509883, 992819245, 7, daughter-y-True
rec-50-org,   rec-344-org, , f, 28, 19920717, hon, rhys, glass, vic, derby, 03496, 19, ashby circuit, whispering pines, 618 7588116, 454253936, 1, NoRole
rec-586-org,   rec-504-org, unk, f, 29, 19910606, , steven, , nsw, burraga, 04110, 12, kevin street, , 612 6543100, 605420930, 5, NoRole
rec-255-dup-0, rec-66-org, pak, f, 29, , ms, charli, , nsw, diamond peach, 05065, 31, gilmore crescent, , 612 4815738, 915204618, 0, NoRole
rec-729-org,   rec-27-org, chi, f, 37, 19830807, ms, samantha, sze, nsw, melton south, 03037, 102, mack street, , 612 5031537, 743799314, 4, NoRole
rec-73-org,   rec-743-org, , m, 25, 19950526, , erin, webb, nsw, dulwich hill, 06018, 37, captain cook crescent, , 612 2860415, 249255355, 9, NoRole
rec-858-org,   rec-827-org, eng, , 21, 19990227, , alexandra, bourke, vic, balmoral, 02036, 61, totterdell street, , 618 2826605, 939395143, 6, NoRole
rec-224-org,   rec-126-org, ser, , 23, 19970530, , jacob, milanova, nsw, hornsby, 03083, 7, sheaffe street, , 612 7400397, 961512052, 2, NoRole
rec-984-dup-1, rec-583-org, ger, f, , 19700502, , holly, hamme s, vic, crome , 02257, 9, heard street, rosetta village, 708 2428586, 727134111, 4, NoRole
rec-391-dup-0, rec-42-org, ger, f, 27, 19930904, , benjamin, koehl, vi, clayfield, 02567, 55, alberga street, , 618 3901387, 565071057, 0, NoRole
rec-329-org,   rec-270-org, ind, m, , 19791209, ms, ruby, mitun, nsw, benandarah, 07017, 17, , , 708 3893945, 420853890, 2, NoRole
rec-122-dup-1, rec-566-org, unk, e, 25, 19951201, ms, daniel, aaberg, vic, warrnambool, 02527, 20, ironbark crescent, bellona, 618 3088224, 402507945, 8, Org-Household
rec-385-org,   rec-740-org, ind, m, 35, 19851015, , dylan, sangameswar, nsw, rosebery, 03442, 7, abercrombie circuit, tycannah station, 612 9664990, 492823091, 3, NoRole
rec-554-org,   rec-534-org, eng, f, 31, 19891116, ms, thomas, benjaminson, nsw, cal lal, 03148, 58, peake place, clinton caravan park, 612 3104747, 413008359, 9, Org-Household
rec-15-org,   rec-146-org, unk, f, , 19180426, dr, joshua, aarnoudse, sa, somerton park, 04214, 88, perrin circuit, darlington, , 325479356, 5, NoRole
rec-905-org,   rec-565-org, usa, f, 24, , , edward, vazquez, , canley vale, 03006, 55, flinders way, hamilton, 708 0847355, 469205017, 2, NoRole
rec-406-org,   rec-605-org, usa, f, 41, 19790907, ms, ethan, higgins, sa, south brighton, 03083, 10, parrabel place, , 617 4450367, 927844955, 4, NoRole
rec-904-org,   rec-596-org, eng, f, 32, 19880928, dr, ellorah, triggs, qld, colevale, 04715, 17, blackett crescent, , 416 5981882, 250828082, 2, NoRole
rec-993-dup-0, rec-972-org, usa, f, 28, 19920207, dr, eva, fitzgerald, qld, bluewater, 04207, 280, louis lode street, , 613 1931510, 288117825, 7, NoRole
rec-711-org,   rec-879-org, eng, , 30, 19900217, ms, benjamin, harman, wa, dawesville, 02043, 33, moon place, , 618 9120640, 352624536, 1, NoRole
rec-421-dup-1, rec-119-org, unk, f, , , mr, trey, scinto, nsw, evans head, 02323, 16, lidgettqplace, , 612 7380827, 323081717, 9, NoRole
rec-831-dup-0, rec-332-org, eng, f, , 19270325, ms, jessica, hampjon, nsw, bar beach, 03012, 1, baker garden, , 612 9087272, 681911699, 1, NoRole
rec-949-org,   rec-868-org, usa, f, 30, 19901011, , john-paul, martin, nsw, cecil hills, 04650, 141, derwent street, macksville, 612 6800374, 902434869, 8, NoRole
rec-913-dup-0, rec-309-org, ind, f, 35, 19850401, , caitlin, samir, act, bedfordale, 04 00, 2 9, traeger street, , 612 0703937, 470693799, 6, NoRole
rec-216-dup-1, rec-921-org, usa, f, 21, , , isabell , vega, sa, monarto south, 03128, 4, garrad court, sylvan park, 617 1337296, 7924 6823, 9, NoRole
rec-443-dup-0, rec-137-org, usa, f, , 19180913, , aleesha, peck, tas, mang a na, 04722, 3, barunga street, , 617 6500326, 611927752, 4, NoRole
rec-877-dup-1, rec-288-org, eng, f, 9, 20110205, , georgia, merrick, qld, coopers plains, 06011, 167, brockman street, glenhurst, 613 0030137, 747491027, 6, NoRole
rec-374-dup-1, rec-720-org, ina, , 23, , , teakyn, jantoso, qld, kooringal, 04500, 4, mcglinn place, , 613 6360864, 356760290, 8, NoRole
rec-178-dup-0, rec-364-org, unk, m, 26, 19940707, , drew, streckfuss, v c, lindenow  outh, 03977, 125, captain cook crescent, willaroo, 618 1542809, 707634361, 6, NoRole
rec-913-org,   rec-309-org, ind, f, 35, 19850401, , caitlin, samir, act, bedfordale, 04500, 29, traeger street, , 612 0703937, 470693799, 6, NoRole
rec-652-org,   rec-286-org, usa, , 30, 19901026, hon, michael, leblanc, , wendouree, 04178, 1044, rollston street, , 416 4972421, 572556878, 9, NoRole
rec-606-dup-1, rec-258-org, chi, f, 23, 19980601, , sean, koo, vic, rushworth, 04120, 536, cassinia street, , 618 2631929, 241032279, 9, NoRole
rec-969-org,   rec-388-org, eng, f, 26, 19941118, , mikhayla, hambleton, , rosebrook, 02042, 8, cunningham street, , 416 8189587, 303820977, 9, NoRole
rec-909-org,   rec-316-org, ind, f, 12, 20080930, , amy, jayantilal, vic, briar hill, 00812, 7, toona place, , 618 8305541, 282304410, 0, NoRole
rec-869-org,   rec-88-org, eng, f, , 19610320, dr, kaitlin, kipling, tas, everard, 02226, 11, ijong street, danric lodge, 617 3906314, 841051600, 9, NoRole
rec-870-org,   rec-675-org, chi, m, 26, 19940307, , georgina, huo, qld, nangwee, 02782, 201, parfitt crescent, , 613 3742905, 712222912, 8, NoRole
rec-481-org,   rec-351-org, eng, f, 12, 20081024, ms, , vipond, sa, north yelta, 03806, 225, brookman street, , 617 7632115, 114107236, 5, NoRole
rec-589-dup-0, rec-651-org, eng, , 33, 19871216, , emma, grey, vic, hawthorn, 0302 , 3, elizabeth  rescent, warrawong, 204 7396482, 469292861, 2, NoRole
rec-747-org,   rec-678-org, chi, f, , 19430830, , gracie, chywe, vic, lalbert, 04156, 35, , , 618 0415716, 801482065, 7, NoRole
rec-689-dup-1, rec-513-org, usa, f, , 19940313, dr, tylah, wilcox, qld, landsdale, 02217, 6, ech0 pla e, , 613 5938321, 966037631, 1, NoRole
rec-551-dup-0, rec-401-org, fin, f, 29, 19910709, dr, ethan, joutsela, , toorak, 02011, 95, o'shanassy street, attadandoo, 204 8142542, 750270549, 1, NoRole
rec-927-org,   rec-199-org, ser, , 30, 19900525, , sam, rozic, qld, tellebang, 03175, 64, collings street, norland, 613 4329179, 691167889, 8, NoRole
rec-1033-org,   rec-442-org, usa, f, 36, , , tara, robertson, nsw, tambar springs, 02444, 34, cathcart close, robynvale, 612 9651968, 878930335, 1, NoRole
rec-502-org,   rec-280-org, cze, f, 29, 19911101, , finlay, durocsinszky, vic, coolaroo, 04306, 13, throssell street, bogabigal, 618 7851785, 463337970, 2, NoRole
rec-879-dup-0, rec-620-org, ind, f, , 19580502, , nadan, srivaths, sa, salisbury heights, 02640, 11, wanderer court, , 617 8186683, 762472614, 0, NoRole
rec-79-dup-0, rec-208-org, jew, f, 29, 19910605, mr, amy, shahar, vic, stonehaven, 02073, 349, cassinia  treet, villa 444 the village glen, 618 6 000015, 725748987, 0, Org-wife
rec-21-dup-0, rec-555-org, usa, , 32, 19880102, , samanta, munoz, , landsdale, 04215, 6, kay cloze, , 204 0836585, 452476143, 4, NoRole
rec-1048-org,   rec-208-org_f-1, jew, f, 11, 20090909, ms, vania, shahar, vic, stonehaven, 02073, 349, cassiniastreet, villa444thevillageglen, 6186000015, 802267262, 1, daughter-y-True
rec-416-org,   rec-590-org, eng, m, 26, 19940211, , riley, nathans, qld, woodgate, 02026, 24, gibbes place, , 613 2998461, 790543126, 0, NoRole
rec-205-dup-0, rec-817-org, eng, f, 23, 19970318, mr, claudia, tracey, sa, merriton, 02460, 4 , carumbi place, , 617 3478602, 48907 877, 9, NoRole
rec-539-org,   rec-731-org, por, f, 32, 19880602, , pascale, secretario, nsw, borambil, 02126, 52, wrenfordsley place, dunbar heights, 612 0241220, 467923888, 8, NoRole
rec-476-org,   rec-690-org, spa, f, , 19361018, ms, joshua, navaez, nsw, washpool, 02847, 23, yerra court, , 708 6331890, 863987207, 6, NoRole
rec-970-org,   rec-9-org_f-1, usa, m, 9, 20111012, mr , harding, fitzgerald, vic, traralgon, 03021, 183, hawkesburycrescent, loormeahpark, 6180623088, 209241482, 7, son-y-True
rec-385-dup-0, rec-740-org, ind, m, 35, 19851015, , dylan, sangameswar, ns w, rosebery, 03442, 7, abercrombie circuit, tycannah station, 61z 9664990, 492823091, 3, NoRole
rec-918-dup-0, rec-311-org, usa, m, , 19170203, , matthe, michael, qld, taranganba, 04301, 212, winter street, aird, 613 6199023, 148287293, 0, NoRole
rec-469-dup-1, rec-844-org, chi, f, 19, 20010304, , schkirra, paa , wa, orange springs, 02210, 15, groveland  rescent, , 618 9912760, 899209244, 6, NoRole
rec-593-org,   rec-684-org, , m, , 19160701, , brianna, reid, qld, valkyrie, 02486, 56, muskett place, , 613 0349616, 617859322, 1, NoRole
rec-500-org,   rec-393-org, , m, 24, 19960124, , samuel, ferri, , canterbury, 06063, 6, mcintosh street, , 708 7217273, 667717925, 3, NoRole
rec-513-dup-0, rec-106-org, vie, f, 22, 19980727, pfc, isabe le, dinh, sa, piccadilly, 02026, 27, wall roo road, , 617 9976226, 344421338, 9, NoRole
rec-544-org,   rec-367-org, chi, f, 22, 19980226, , jack, hu, nsw, mylestom, 03182, 8, mather street, , 612 0578284, 595340838, 6, NoRole
rec-796-org,   rec-732-org, ind, f, 35, 19850505, ms, chloe, nirupama, vic, pakenham, 03350, 15, leita court, , 618 8881795, 831834601, 2, NoRole
rec-171-dup-0, rec-129-org, ger, f, 26, 19940302, col, , schriter, vic, rubicon, 03208, 8, style arcade, , 618 5949296, 866633472, 6, NoRole
rec-528-dup-1, rec-464-org, chi, f, 21, 19990715, , leon, qua n, qld, fores  hill, 06071, 3, wilkins street, , 613 8249665, 734035000, 6, NoRole
rec-998-dup-0, rec-214-org_f-0, ger, m, 8, 20120518, mr, will ibald, eng , nsw , dundasvalley, 02283, 177, denovancircuit, rosettavillage , 6126951487, 465742313, 6, son-y-False
rec-659-dup-1, rec-222-org, usa, , 20, 20000202, , tristan, atkinson, vic, keil or downs, 07005, 115, street sellwood, camusfearna, 618 1324737, 504620024, 8, NoRole
rec-803-org,   rec-484-org, wel, f, 23, 19970716, mr, lucas, gethin, nsw, illawong, 03074, 38, , , 612 6304102, 154415214, 6, NoRole
rec-452-dup-1, rec-999-org, eng, , 29, 19910712, , james, acker, wa, takalarup, 07250, 11, leijd street, glenairne, 416 9032318, 777984116, 8, NoRole
rec-971-org,   rec-89-org, chi, f, , 19801202, dr, thomas, lao, qld, captain creek, 03936, 187, yates garden, , 613 5846294, 298147353, 6, NoRole
rec-11-org,   rec-517-org, ind, f, 19, 20010604, , elton, velusamy, vic, lakemba, 03219, 4, wybalena grove, , 618 5140338, 671518080, 8, NoRole
rec-853-dup-0, rec-624-org, eng, f, 26, , , ruby, victros, , carrara, 04501, 13, minnett close, sun village, 708 4405754, 499861635, 5, NoRole
rec-527-org,   rec-483-org, eng, f, 36, 19841210, , jessica, carlisle, vic, mount clear, 05290, 233, la perouse street, , 618 6448994, 493011937, 7, NoRole
rec-715-dup-0, rec-48-org, eng, , 28, 19920809, ms, timothy, winter, act, waramanga, 04700, 19, dumas street, muriel plains, , 462760777, 9, NoRole
rec-259-org,   rec-922-org, ind, m, 34, 19860711, , alexandra, kandathil, vic, yellingbo, 04021, 5, captain cook crescent, , 618 9762506, 649718931, 6, NoRole
rec-140-org,   rec-991-org, usa, f, , 19710120, , sophie, mueller, wa, rockwell, 03205, 3, maharatta circuit, , 618 6789352, 450165753, 4, NoRole
rec-543-org,   rec-306-org, eng, f, 34, 19860104, , samuel, smedley, vic, st albans park, 03350, 17, jenner court, , 618 8214669, 674204411, 8, NoRole
rec-14-dup-0, rec-823-org, eng, m, 34, 19861103, ms, fergus, winterbottom, nsw, russeJllea, 03193, 15, , , 612 1587541, 240857775, 7, NoRole
rec-738-org,   rec-642-org, unk, f, 29, 19910411, ms, mitchell, scime, nsw, teven, 02065, 58, torrens street, coulter court, , 983126132, 9, NoRole
rec-226-dup-0, rec-742-org, chi, v, 41, 19790119, , blake, heung, wa, green range, 02200, 6, yumba avenue, alandale apardments, 618 3374142, 649330752, 7, NoRole
rec-239-org,   rec-508-org, ina, f, 20, 20000227, , toby, salim, nsw, auburn, 02505, 13, dinnison circuit, , 612 9730524, 231475979, 9, NoRole
rec-792-dup-0, rec-984-org, ind, , , 19780309, ms, xepheren, manavi, wa, huntingdale, 02785, , barber crescent, , 618 8182142, 865750830, 5, NoRole
rec-936-dup-1, rec-297-org, eng, , 11, 20090509, ms, braedon, , nsw, marrangar o, 06111, 256, mccawle y street, , 612 4335923, 966273092, 6, NoRole
rec-176-org,   rec-821-org, spa, f, 30, 19901102, , caleb, , qld, smithlea, 02430, 72, hartigan street, yarrandale moonee, 613 1014648, 162195591, 7, NoRole
rec-448-org,   rec-664-org, usa, f, 27, 19930603, , aidan, barron, wa, jacobs well, 06010, 9, deamer crescent, , 618 1329962, 750640164, 6, NoRole
rec-353-dup-0, rec-360-org, unk, f, 21, 19991216, , elyjtse, , wa, winthrop, 03022, 103, , , 618 7144233, 566910665, 4, NoRole
rec-826-dup-1, rec-338-org, usa, f, 9, 20110124, ms, dante, ford, qld, cayino, 02103, 55, bedford street, , 613 6985227, 217060250, 3, NoRole
rec-129-dup-1, rec-987-org, usa, f, 26, 19940525, , charlotte, patel, tas, lifey, 03223, 14, mckillop sircuit, sunsbury, 416 3848190, 440138414, 1, NoRole
rec-144-org,   rec-450-org, , f, 35, 19850925, ms, sarah, coleman, qld, leydens hill, 03047, 2, collits place, eldamead, 613 3596229, 200962512, 4, NoRole
rec-677-org,   rec-578-org_h-1, eng, f, 26 , 19940311 , mrs , judith, britton, vic, nicholson, 07320, 474, rosescottcircuit, argyle , 6184994331, 260637354, 2, NoRole
rec-224-dup-0, rec-126-org, ser, , 23, 19970530, , milanova, jacob, nsw, hornsby, 03083, 7, sheaffe street, , 612 7400397, 961512052, 2, NoRole
rec-922-dup-0, rec-144-org, usa, f, 24, 19960105, , zara, wells, nsw, denam, 02164, 5, watling place, , 612 1175229, 754025125, 0, NoRole
rec-205-dup-1, rec-817-org, eng, f, 23, 199703 8, mr, claudia, tracey, sa, merriton, 02460, 43, carumbi place, , 617 347 602, 489075877, 9, NoRole
rec-665-dup-0, rec-310-org, sri, m, 30, 19900610, dr, amalgia, wijesinghe, vic, sandford, 02620, 23, maurice place, , 618 4697913, 852080705, 5, NoRole
rec-150-dup-1, rec-890-org, chi, f, 33, 19871123, mr, matthew, thum, nsw, lake munmorah, 03412, 45, , jaholma park, , 248735817, 4, NoRole
rec-141-dup-0, rec-245-org, usa, , , 19861018, , tayla, dorsey, nsw, revesby, 03075, 8, northbourne avenue, de hoer derij, 612 4104196, 582700385, 4, NoRole
rec-605-org,   rec-780-org, nor, f, 28, 19920909, ms, imogen, bjordal, qld, waterford west, 03133, 23, undoolya street, the wedge, 613 7284135, 760649014, 3, NoRole
rec-533-org,   rec-725-org, unk, f, 26, 19940626, , oscar, schwanke, qld, murrumba downs, 05081, 1, kirkton street, , 613 3959216, 478949662, 5, NoRole
rec-660-org,   rec-657-org, dan, f, 31, , , , skou, , abbotsford, 04151, 84, walker crescent, , 708 0758135, 524767159, 4, NoRole
rec-1026-org,   rec-784-org, spa, f, 30, 19900706, pfc, hannah, , nsw, bandon grove, 04112, 37, deamer crescent, cudgelo, 612 3135266, 784589510, 7, NoRole
rec-881-org,   rec-781-org, eng, f, 29, 19910709, , caitlin, rattray, sa, booborowie, 02795, 14, southwood retreat, , 617 0374658, 124467662, 2, NoRole
rec-785-dup-1, rec-336-org, eng, f, 27, 19931 16, sgt, sophie, brewster, qld, rural view, 02121, 9, stroud place, vill  2, 613 1917894, 954733207, 0, Org-Household
rec-170-dup-0, rec-494-org, usa, , 8, 20120914, , alana, brooks, wa, iallingup siting, 04179, 11, buller crescent, , 618 1707753, 796379579, 2, NoRole
rec-964-org,   rec-372-org, unk, , 26, 19940710, , kaitlin, scogin, nsw, bolivia, 03144, 3, kathner street, bondo, 612 5694110, 267939579, 1, NoRole
rec-48-org,   rec-599-org, usa, f, 9, 20110705, dr, lachlan, reed, sa, woodside, 02539, 14, fowles street, , 617 8734852, 498519552, 7, NoRole
rec-895-org,   rec-805-org, , f, 32, , , makayla, spears, wa, glen mervyn, 03550, 11, flora place, , 416 1542291, 870267710, 7, NoRole
rec-105-dup-1, rec-733-org, eng, f, 29, 19910518, , joshua, roydom, vlc, oak park, 04217, 74, hopetoun circuit, , 618 7982877, 812476866, 8, NoRole
rec-150-dup-0, rec-890-org, chi, f, 33, 19871123, mr, matthew, thum, nsw, lake unorah, 03172, 45, , jaholma park, , 248735817, 4, NoRole
rec-734-org,   rec-268-org, afr, m, 42, , , jacob, kimaro, wa, bornholm, 06062, 36, kanangra place, , 618 8926217, 423952427, 2, NoRole
rec-190-org,   rec-272-org, fin, m, 34, 19861223, , harriet, valkki, wa, sawyers valley, 02224, 30, mackellar crescent, , 618 3582890, 796211039, 3, NoRole
rec-805-org,   rec-433-org, unk, f, 27, 19931023, , christopher, scottjackson, vic, rokewood junction, 04131, 149, heard street, , 618 2368723, 399717926, 5, NoRole
rec-1009-org,   rec-832-org, eng, f, 30, , , leah, paulson, nsw, st clair, 03170, 41, , northwest medical centre, 612 1812036, 183086564, 3, NoRole
rec-851-org,   rec-418-org_f-1, eng, f , 10, 20100920, dr , shana, bristow, nsw, scone, 03151, 13, endeavourstreet, themeadows , 6125509883, 992819245, 7, daughter-y-True
rec-35-org,   rec-933-org, dut, m, 34, 19860125, ms, kelsey, deveen, nsw, mount austin, 04151, 89, brand street, , 612 8616076, 491033010, 0, NoRole
rec-494-org,   rec-155-org, fin, f, 41, 19790405, , stelio, nordman, , kingsthorpe, 02190, 135, badimara street, , 708 0832588, 533527173, 0, NoRole
rec-761-org,   rec-398-org, eng, , , 19930905, , sian, prescott, vic, toolondo, 02576, 14, grounds crescent, , 618 5569916, 164513685, 2, NoRole
rec-678-dup-0, rec-787-org, eng, f, 37, 19831213, ms, hayl y, grey, wa, halls head, 03724, 5, ireland  lace, , 618 8739668, 918976855, 6, NoRole
rec-40-dup-0, rec-402-org, eng, , 26, 19941221, pfc, noah, sempers, wa, midland, 02122, 7, de burgh street, sandalfordho estead, 618 2752020, 877309116, 6, NoRole
rec-234-org,   rec-673-org, usa, f, , 19701129, ms, jade, stark, , hayborough, 06061, 8, powell street, berkley, 416 0357748, 364000061, 6, NoRole
rec-788-dup-0, rec-503-org, unk, m, , , mr, alana, arron, nsw, belmond, 02156, 7, city walk, , 708 6101767, 497146427, 9, NoRole
rec-936-org,   rec-297-org, eng, , 11, 20090509, ms, braedon, , nsw, marrangaroo, 06111, 256, mccawley street, , 612 4335923, 966273092, 6, NoRole
rec-942-dup-0, rec-989-org, unk, f, 4O, 19800507, , luke, streckfuss, , cue, 02285, 1, jeffery place, , 204 248 954, 190550499, 5, NoRole
rec-108-dup-0, rec-329-org, eng, f, , 19121113, hon, joh , sharman, s , osborne, 02705, 36, whiteside court, , 708 2547159, 422439364, 6, NoRole
rec-857-dup-0, rec-441-org, eng, f, 32, 19880607, , bailey, brewster, wa, bullfinch, 02580, 10, prookman sdreet, , 618 0284122, 389755952, 7, NoRole
rec-429-org,   rec-707-org_h-1, unk, f, 26 , 19940810, ms, ammelie, scolastique, tas, irymple, 03806, 6, bonnorclose, paraburdoohospital , 6179418940, 880059226, 7, NoRole
rec-774-dup-0, rec-564-org, tha, , 12, 20080504, , lauren, kawrungruang, qld, vinegar hill, 05234, 91, chataway  rescent, , 613 4098845, 35795 988, 1, NoRole
rec-577-dup-0, rec-493-org, gre, , 35, 19850708, , jade, athanassuasis, , brunswick west, 03129, 34, goossens place, , 708 0906799, 297580557, 2, NoRole
rec-3-dup-0, rec-751-org, eng, f, 27, 19930922, , hannah, fairclough, sa, evandale, 04304, 1, pike place, , 617 0086063, 584237827, 6, NoRole
rec-336-dup-0, rec-930-org_h-0, unk, f, 29, 19910705, m s, sarojini, abbitt, vic, b0lton, 03085, 3, sheehanstreet, trellech , 6188709419 , 264902278, 3, NoRole
rec-837-dup-0, rec-562-org, pak, f, 31, 19891120, ms, chloe, jamili, nsw, woodville gardens, 04129, 85, fergusson c escent, , 612 8837797, 7003 9787, 8, NoRole
rec-863-dup-0, rec-923-org, usa, , , 19040509, m , jar yd, santos, nsw, darlinghurst, 03231, 310, drysdale circuit, , 612 7472717, 786837146, 6, NoRole
rec-595-dup-0, rec-223-org, usa, f, , 19701114, m s, ja , gonzales, , sunshine, 02170, 5, chisholm street, , 204 6894231, 645061160, 0, NoRole
